Identifiant de l'élément;Code de la catégorie;Nom base français;Nom frontière français;1er niveau;2eme niveau;3eme niveau;4eme niveau;5eme niveau;Unité anglais;Structure;Somme de Total poste non décomposé2;Nombre de Total poste non décomposé,,,,,
25878;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe conservée;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,333;1,,,,
25558;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Tomate;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,41;1,,
25886;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe conservée;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,282;1,,,,
25559;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Sauce tomate;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;2,94;1,,
25894;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe pâturée;sur prairie;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of fresh matter (dry matter content : 20%).;élément non décomposé;0,0383;1,,,,
25560;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Maïs;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,701;1,,
25902;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Lait de vache;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg of milk;élément non décomposé;0,899;1,,,,
25561;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Carotte;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,322;1,,
25910;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Maïs ensilage;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,2;1,,,,
25562;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Betterave;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,231;1,,
25918;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > ?ufs;Oeuf;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ; Volailles ;;kgCO2e/1 kg of egg;élément non décomposé;1,72;1,,,,
25563;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Pois;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,75;1,,
25926;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Pois d'hiver;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,219;1,,,,
25564;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Pois;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,678;1,,
25934;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes,racines et tubercules;Pomme de terre destinée au marché du frais;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,0965;1,,,
25565;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Pois;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,54;1,,
25942;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Porcins;Porc;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;2,42;1,,,,
25566;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Pois;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,91;1,,
25950;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Volailles > Poules;Poule de réforme;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ; Volailles ;;kgCO2e/kg (live weight);élément non décomposé;11,7;1,,,,
25567;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Haricot blanc;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,98;1,,
25958;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits;Raisin vigne;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,545;1,,,,
25568;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Asperges;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,897;1,,
25966;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Taurillon laitier;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;5,25;1,,,,
25569;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Asperges;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;2,44;1,,
25974;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Triticale;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,288;1,,,,
25570;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Oignons;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,607;1,,
25982;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Porcins;Truie de réforme;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/Refers to 1 kg (live weight) of cull sow,conventional production with biologic excess slurry treatm;élément non décomposé;10,1;1,,,
25571;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Artichauts;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;2,49;1,,
25990;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Vache laitière de réforme;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;7,11;1,,,,
25572;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Navet;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,91;1,,
26006;Achats de biens > Bâtiments,ouvrages d'art et voirie > Voirie > Parking;Parking;béton armé;Achats de biens ; Bâtiments,ouvrages d'art et voirie ; Voirie ;;;kgCO2e/m²;élément non décomposé;337;1,,,
25573;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Céleri;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,824;1,,
26014;Achats de biens > Bâtiments,ouvrages d'art et voirie > Voirie > Structure de la voirie;Voirie;bitume;Achats de biens ; Bâtiments,ouvrages d'art et voirie ; Voirie ;;;kgCO2e/m²;élément non décomposé;15;1,,,
25574;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Radis;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;8,43;1,,
26022;Achats de biens > Bâtiments,ouvrages d'art et voirie > Voirie > Structure de la voirie;Voirie;Semi rigide;Achats de biens ; Bâtiments,ouvrages d'art et voirie ; Voirie ;;;kgCO2e/m²;élément non décomposé;54;1,,,
25575;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Radis;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,552;1,,
26030;Achats de biens > Bâtiments,ouvrages d'art et voirie > Voirie > Structure de la voirie;Voirie;béton armé;Achats de biens ; Bâtiments,ouvrages d'art et voirie ; Voirie ;;;kgCO2e/m²;élément non décomposé;125;1,,,
25576;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Champignons de Paris;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,88;1,,
26627;Combustibles > Fossiles > Gazeux > Gaz naturel;Gaz naturel - 2015;consommation;Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kWh SCV;élément décomposé par poste et par gaz;0,204;1,,,,
25577;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Poivron;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,898;1,,
26635;Combustibles > Fossiles > Liquides > Usage source fixe;Fioul lourd;(vide);Combustibles ; Fossiles ; Liquides ;;;kgCO2e/toe ICV;élément décomposé par poste;3884;1,,,,,
25578;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Avocat;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;2,4;1,,
26643;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Kérosène;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3528;1,,,,,
25579;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Chou pommé;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,769;1,,
26651;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;Essence;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3730;1,,,,,
25580;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Courgette;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,705;1,,
26659;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;Essence;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3678;1,,,,,
25581;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Aubergine;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;6,19;1,,
26667;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;Gazole routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3582;1,,,,,
25582;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Aubergine;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,18;1,,
26675;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3267;1,,,,,
25583;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Haricots verts;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,711;1,,
26683;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;Essence;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3588;1,,,,,
25584;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Haricots verts;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;22,8;1,,
26691;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;Gazole routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3487;1,,,,,
25585;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Epinard;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,486;1,,
26699;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste;3193;1,,,,,
25586;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Brocoli;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,402;1,,
25820;Combustibles > Organiques > Gazeux;Biopropane;(vide);Combustibles ; Organiques ;;;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;541;1,,,,,
25587;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Citrouille - Courges -Potiron;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,22;1,,
25824;Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts;Déchet cuisine et déchets verts;(vide);Traitement des déchets ; Déchets organiques ;;;;kgCO2e/kg bio waste;élément décomposé par gaz;0,00525;1,,,,
25588;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Chou-Fleur;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,531;1,,
25828;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;Label E+/C-;Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kWh;élément non décomposé;0,27;1,,,,
25589;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Concombre;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,72;1,,
25832;Combustibles > Organiques > Solides;Bois plaquette;Label E+/C-;Combustibles ; Organiques ;;;;kgCO2e/kWh;élément non décomposé;0,023;1,,,,
25590;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Concombre;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;2,41;1,,
25836;Electricité > Mix réseau électrique > France continentale > Découpage par usage;Electricité;Label E+/C-;Electricité ; Mix réseau électrique ; France continentale ;;;kgCO2e/kWh;élément non décomposé;0,065;1,,,,
25591;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Endive;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,22;1,,
25840;Electricité > Mix réseau électrique > France continentale > Découpage par usage;Electricité;Label E+/C-;Electricité ; Mix réseau électrique ; France continentale ;;;kgCO2e/kWh;élément non décomposé;0,21;1,,,,
25592;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Poireau;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,299;1,,
25844;Electricité > Mix réseau électrique > France continentale > Découpage par usage;Electricité;Label E+/C-;Electricité ; Mix réseau électrique ; France continentale ;;;kgCO2e/kWh;élément non décomposé;0,066;1,,,,
25593;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Lentilles vertes;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,296;1,,
25848;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Autres produits végétaux;Arbuste en conteneur;sortie serre;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/1 shrub;élément non décomposé;1,07;1,,,,
25594;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Salade;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,799;1,,
25852;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Blé tendre;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,439;1,,,,
25595;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Olives;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,72;1,,
25856;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Céréales;Blé tendre conventionnel;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,44;1,,,,
25596;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Légumes (ou fruits);poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,29;1,,
25860;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Plantes à boisson et aromatiques;Cacao;sortie verger;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;3,81;1,,,,
25597;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Légumes (ou fruits);poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;2,31;1,,
25864;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes,racines et tubercules;Carotte;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,0706;1,,,
25598;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Légumes (ou fruits);poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;27,4;1,,
25868;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Oléagineux;Colza;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,94;1,,,,
25599;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Légumes;Légumes (ou fruits);poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,267;1,,
25872;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Féverole;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg (raw material);élément non décomposé;0,296;1,,,,
25600;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Féculents;Frites;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,3;1,,
25876;Achats de biens > Produits de l'agriculture et de la pêche > Produits animaux > Bovins;Génisse race à viande;sortie atelier;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits animaux ;;;kgCO2e/kg (live weight);élément non décomposé;15,3;1,,,,
25601;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Féculents;Pâtes;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,495;1,,
25880;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe conservée;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,223;1,,,,
25602;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Féculents;Riz;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,41;1,,
25884;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe conservée;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,18;1,,,,
25603;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Féculents;Semoule;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,6;1,,
25888;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe conservée;sortie champ;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of dry matter;élément non décomposé;0,164;1,,,,
25604;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Féculents;Céréales;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;0,343;1,,
25892;Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses;Herbe pâturée;sur prairie;Achats de biens ; Produits de l'agriculture et de la pêche ; Produits végétaux ;;;kgCO2e/kg of fresh matter (dry matter content : 20%).;élément non décomposé;0,0511;1,,,,
25605;Achats de biens > Produits agro-alimentaires,plats préparés et boissons > Ingrédients > Ingrédients selon masse ingérée > Féculents;Pain;poids ingéré après achat en magasin;Achats de biens ; Produits agro-alimentaires,plats préparés et boissons ; Ingrédients ; Ingrédients selon masse ingérée ;;kgCO2e/kg of ingested ingredient;élément non décomposé;1,52;1,,
