Identifiant de l'élément;Code de la catégorie;Nom base français;Nom frontière français;1er niveau;2eme niveau;3eme niveau;4eme niveau;5eme niveau;Unité anglais;Structure;Somme de Total poste non décomposé2;Nombre de Total poste non décomposé,,,,,
27695;Réseaux de chaleur / froid > Île-de-France > 91. Essonne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,219;1,,,,
27462;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,09;1,,,,
27699;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,204;1,,,,
27463;Réseaux de chaleur / froid > Picardie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,229;1,,,,
27703;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,197;1,,,,
27464;Réseaux de chaleur / froid > Picardie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,123;1,,,,
27707;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de Froid;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,013;1,,,,
27465;Réseaux de chaleur / froid > Picardie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,082;1,,,,
27711;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de Froid;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,011;1,,,,
27466;Réseaux de chaleur / froid > Picardie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,168;1,,,,
27715;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,062;1,,,,
27467;Réseaux de chaleur / froid > Picardie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,021;1,,,,
27719;Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine;Réseau de Froid;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,018;1,,,,
27468;Réseaux de chaleur / froid > Picardie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,007;1,,,,
27723;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,231;1,,,,
27469;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,06;1,,,,
27727;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,226;1,,,,
27470;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,057;1,,,,
27731;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,211;1,,,,
27471;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,03;1,,,,
27735;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,267;1,,,,
27472;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,008;1,,,,
27739;Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,061;1,,,,
27473;Réseaux de chaleur / froid > Basse-Normandie;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,036;1,,,,
27743;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,18;1,,,,
27474;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,201;1,,,,
27747;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,066;1,,,,
27475;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,063;1,,,,
27751;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,093;1,,,,
27476;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,028;1,,,,
27755;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,107;1,,,,
27477;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,189;1,,,,
27759;Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne;Réseau de Froid;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,007;1,,,,
27478;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,082;1,,,,
27763;Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,18;1,,,,
27479;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,237;1,,,,
27767;Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise;Réseau de Froid;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,008;1,,,,
27480;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,246;1,,,,
27771;Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise;Réseau de chaleur;2018;Réseaux de chaleur / froid ; Île-de-France ;;;;kgCO2e/kWh;élément non décomposé;0,231;1,,,,
27481;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,142;1,,,,
27775;UTCF > Forêts françaises > Alsace;Forêts fermées et ouvertes;Alsace;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,69;1,,,,
27482;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,214;1,,,,
27779;UTCF > Forêts françaises > Alsace;Forêts fermées et ouvertes;Alsace;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,76;1,,,,
27483;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,079;1,,,,
27783;UTCF > Forêts françaises > Aquitaine;Forêts fermées et ouvertes;Aquitaine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,33;1,,,,
27484;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,227;1,,,,
27787;UTCF > Forêts françaises > Aquitaine;Forêts fermées et ouvertes;Aquitaine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-0,89;1,,,,
27485;Réseaux de chaleur / froid > Nord-Pas-de-Calais;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,17;1,,,,
27791;UTCF > Forêts françaises > Auvergne;Forêts fermées et ouvertes;Auvergne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,24;1,,,,
27486;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,037;1,,,,
27795;UTCF > Forêts françaises > Auvergne;Forêts fermées et ouvertes;Auvergne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,81;1,,,,
27487;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,193;1,,,,
27799;UTCF > Forêts françaises > Basse-Normandie;Forêts fermées et ouvertes;Basse-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,81;1,,,,
27488;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,077;1,,,,
27803;UTCF > Forêts françaises > Basse-Normandie;Forêts fermées et ouvertes;Basse-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,8;1,,,,
27489;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,019;1,,,,
27807;UTCF > Forêts françaises > Bourgogne;Forêts fermées et ouvertes;Bourgogne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,6;1,,,,
27490;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,217;1,,,,
27811;UTCF > Forêts françaises > Bourgogne;Forêts fermées et ouvertes;Bourgogne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,01;1,,,,
27491;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,046;1,,,,
27815;UTCF > Forêts françaises > Bretagne;Forêts fermées et ouvertes;Bretagne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,71;1,,,,
27492;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,228;1,,,,
27819;UTCF > Forêts françaises > Bretagne;Forêts fermées et ouvertes;Bretagne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,92;1,,,,
27493;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,08;1,,,,
27823;UTCF > Forêts françaises > Centre-Val de Loire;Forêts fermées et ouvertes;Centre-Val de Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,13;1,,,,
27494;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27827;UTCF > Forêts françaises > Centre-Val de Loire;Forêts fermées et ouvertes;Centre-Val de Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,14;1,,,,
27495;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27831;UTCF > Forêts françaises > Champagne-Ardenne;Forêts fermées et ouvertes;Champagne-Ardenne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,06;1,,,,
27496;Réseaux de chaleur / froid > Auvergne;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,256;1,,,,
27835;UTCF > Forêts françaises > Champagne-Ardenne;Forêts fermées et ouvertes;Champagne-Ardenne;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,83;1,,,,
27497;Réseaux de chaleur / froid > Aquitaine;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,029;1,,,,
27839;UTCF > Forêts françaises > Corse;Forêts fermées et ouvertes;Corse;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,23;1,,,,
27498;Réseaux de chaleur / froid > Midi-Pyrénées;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,05;1,,,,
27843;UTCF > Forêts françaises > Corse;Forêts fermées et ouvertes;Corse;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,35;1,,,,
27499;Réseaux de chaleur / froid > Languedoc-Roussillon;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,217;1,,,,
27847;UTCF > Forêts françaises > Moyenne nationale;Forêts fermées et ouvertes;France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,6;1,,,,
27500;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,239;1,,,,
27851;UTCF > Forêts françaises > Moyenne nationale;Forêts fermées;France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,26;1,,,,
27501;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,239;1,,,,
27855;UTCF > Forêts françaises > Franche-Comté;Forêts fermées;Franche-Comté;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,58;1,,,,
27502;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,225;1,,,,
27859;UTCF > Forêts françaises > Franche-Comté;Forêts fermées;Franche-Comté;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,11;1,,,,
27503;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,061;1,,,,
27863;UTCF > Forêts françaises > Haute-Normandie;Forêts fermées;Haute-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,7;1,,,,
27504;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,279;1,,,,
27867;UTCF > Forêts françaises > Haute-Normandie;Forêts fermées;Haute-Normandie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,9;1,,,,
27505;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,235;1,,,,
27871;UTCF > Forêts françaises > Île-de-France;Forêts fermées;Île-de-France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,9;1,,,,
27506;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,076;1,,,,
27875;UTCF > Forêts françaises > Île-de-France;Forêts fermées;Île-de-France;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,05;1,,,,
27507;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,069;1,,,,
27879;UTCF > Forêts françaises > Languedoc-Roussillon;Forêts fermées;Languedoc-Roussillon;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,6;1,,,,
27508;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,11;1,,,,
27883;UTCF > Forêts françaises > Languedoc-Roussillon;Forêts fermées;Languedoc-Roussillon;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,43;1,,,,
27509;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,091;1,,,,
27887;UTCF > Forêts françaises > Limousin;Forêts fermées;Limousin;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,39;1,,,,
27510;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,107;1,,,,
27891;UTCF > Forêts françaises > Limousin;Forêts fermées;Limousin;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,54;1,,,,
27511;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,112;1,,,,
27895;UTCF > Forêts françaises > Lorraine;Forêts fermées;Lorraine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,06;1,,,,
27512;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,066;1,,,,
27899;UTCF > Forêts françaises > Lorraine;Forêts fermées;Lorraine;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,37;1,,,,
27513;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27903;UTCF > Forêts françaises > Midi-Pyrenées;Forêts fermées;Midi-Pyrenées;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,92;1,,,,
27514;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27907;UTCF > Forêts françaises > Midi-Pyrenées;Forêts fermées;Midi-Pyrenées;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,18;1,,,,
27515;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,063;1,,,,
27911;UTCF > Forêts françaises > Nord-Pas-de-Calais;Forêts fermées;Nord-Pas-de-Calais;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-5,63;1,,,,
27516;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0;1,,,,,
27915;UTCF > Forêts françaises > Nord-Pas-de-Calais;Forêts fermées;Nord-Pas-de-Calais;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-4,54;1,,,,
27517;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,111;1,,,,
27919;UTCF > Forêts françaises > Pays de la Loire;Forêts fermées;Pays de la Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,25;1,,,,
27518;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,07;1,,,,
27923;UTCF > Forêts françaises > Pays de la Loire;Forêts fermées;Pays de la Loire;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-6,84;1,,,,
27519;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,07;1,,,,
27927;UTCF > Forêts françaises > Picardie;Forêts fermées;Picardie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,77;1,,,,
27520;Réseaux de chaleur / froid > Alsace;Réseau de chaleur;2018;Réseaux de chaleur / froid ;;;;;kgCO2e/kWh;élément non décomposé;0,101;1,,,,
27931;UTCF > Forêts françaises > Picardie;Forêts fermées;Picardie;UTCF ; Forêts françaises ;;;;kgCO2e/ha.year;élément non décomposé;-3,35;1,,,,
