Identifiant de l'élément,Code de la catégorie,Nom base français,Nom frontière français,1er niveau,2eme niveau,3eme niveau,4eme niveau,5eme niveau,Unité anglais,Structure,Somme de Total poste non décomposé2
27796,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.71
27795,UTCF > Forêts françaises > Auvergne,Forêts fermées et ouvertes,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.81
27794,UTCF > Forêts françaises > Auvergne,Forêts fermées,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.03
27793,UTCF > Forêts françaises > Auvergne,Forêts fermées et ouvertes,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.58
27792,UTCF > Forêts françaises > Auvergne,Forêts fermées,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.75
27791,UTCF > Forêts françaises > Auvergne,Forêts fermées et ouvertes,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.24
27790,UTCF > Forêts françaises > Auvergne,Forêts fermées,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.31
27789,UTCF > Forêts françaises > Auvergne,Forêts fermées et ouvertes,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.71
27788,UTCF > Forêts françaises > Auvergne,Forêts fermées,Auvergne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.88
27787,UTCF > Forêts françaises > Aquitaine,Forêts fermées et ouvertes,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-0.89
27786,UTCF > Forêts françaises > Aquitaine,Forêts fermées,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.17
27785,UTCF > Forêts françaises > Aquitaine,Forêts fermées et ouvertes,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.01
27784,UTCF > Forêts françaises > Aquitaine,Forêts fermées,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.08
27783,UTCF > Forêts françaises > Aquitaine,Forêts fermées et ouvertes,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.33
27782,UTCF > Forêts françaises > Aquitaine,Forêts fermées,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.39
27781,UTCF > Forêts françaises > Aquitaine,Forêts fermées et ouvertes,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,2.58
27780,UTCF > Forêts françaises > Aquitaine,Forêts fermées,Aquitaine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,2.58
27779,UTCF > Forêts françaises > Alsace,Forêts fermées et ouvertes,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.76
27778,UTCF > Forêts françaises > Alsace,Forêts fermées,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.76
27777,UTCF > Forêts françaises > Alsace,Forêts fermées et ouvertes,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.54
27776,UTCF > Forêts françaises > Alsace,Forêts fermées,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.54
27775,UTCF > Forêts françaises > Alsace,Forêts fermées et ouvertes,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.69
27774,UTCF > Forêts françaises > Alsace,Forêts fermées,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.71
27773,UTCF > Forêts françaises > Alsace,Forêts fermées et ouvertes,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.12
27772,UTCF > Forêts françaises > Alsace,Forêts fermées,Alsace,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.12
27771,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.231
27770,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.197
27769,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.105
27768,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.163
27767,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,8.00E-03
27766,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.191
27765,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.1
27764,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.088
27763,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.18
27762,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.166
27761,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.053
27760,Réseaux de chaleur / froid > Île-de-France > 95. Val-d'Oise,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.242
27759,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,7.00E-03
27758,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.096
27757,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.087
27756,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.232
27755,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.107
27754,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.048
27753,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.065
27752,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.095
27751,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.093
27750,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.052
27749,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.128
27748,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.091
27747,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.066
27746,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.151
27745,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.045
27744,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,1.00E-03
27743,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.18
27742,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.157
27741,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.072
27740,Réseaux de chaleur / froid > Île-de-France > 94. Val de Marne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.072
27739,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.061
27738,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.163
27737,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,9.00E-03
27736,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.233
27735,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.267
27734,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.13
27733,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.218
27732,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.08
27731,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.211
27730,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.193
27729,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.193
27728,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.033
27727,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.226
27726,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.074
27725,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.054
27724,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.065
27723,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.231
27722,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.221
27721,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.182
27720,Réseaux de chaleur / froid > Île-de-France > 93. Seine-Saint-Denis,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.183
27719,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.018
27718,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.19
27717,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.233
27716,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.116
27715,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.062
27714,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.011
27713,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.236
27712,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.21
27711,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.011
27710,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.192
27709,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.246
27708,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.242
27707,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de froid,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.013
27706,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.13
27705,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.282
27704,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.347
27703,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.197
27702,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.255
27701,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.221
27700,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.096
27699,Réseaux de chaleur / froid > Île-de-France > 92. Hauts-de-Seine,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.204
27698,Réseaux de chaleur / froid > Île-de-France > 91. Essonne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.226
27697,Réseaux de chaleur / froid > Île-de-France > 91. Essonne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0
27696,Réseaux de chaleur / froid > Île-de-France > 91. Essonne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.197
27695,Réseaux de chaleur / froid > Île-de-France > 91. Essonne,Réseau de chaleur,2018,Réseaux de chaleur / froid , Île-de-France ,,,,kgCO2e/kWh,élément non décomposé,0.219
